function,protocol,direction,description,method_id
claimAuction,MAGICEDEN,INCOMING,Claims won auction,0x4e71d92d
claimAuction,MAGICEDEN,INCOMING,Claims won auction,0x4e71d92d
claimAuction,OPENSEA,INCOMING,Claims won auction,0x4e71d92d
claimBalance,ETH_GENERIC,INCOMING,Claim available balance,0x8f31c7f9
claimBankrollRewards,BETSWIRL,INCOMING,Claims bankroll rewards,0xe6f1daf2
claimBeets,BEETHOVEN,INCOMING,Claims BEETS rewards,0xe6f1daf2
claimBounty,ROOK,INCOMING,Claims keeper bounty,0x4e71d92d
claimBribe,DYSTOPIA,INCOMING,Claims bribe rewards,0x4e71d92d
claimBribe,RAMSES,INCOMING,Claims bribe rewards,0x4e71d92d
claimBribes,SPIRITSWAP,INCOMING,Claims gauge bribes,0x4e71d92d
claimBribes,VELODROME,INCOMING,Claims gauge bribes,0x4e71d92d
claimBribes,REDACTED,INCOMING,Claims bribe rewards,0x4e71d92d
claimBridged,ANKR,INCOMING,Claims bridged assets,0x4e71d92d
claimBridgedNFT,MAGICEDEN,INCOMING,Claims bridged NFT,0x4e71d92d
claimBuilderRewards,EDEN,INCOMING,Claims builder rewards,0x4e71d92d
claimBuilderRewards,FLASHBOTS,INCOMING,Claims builder rewards,0x4e71d92d
claimCard,SORARE,INCOMING,Claims won card,0x4e71d92d
claimCards,SORARE,INCOMING,Claims reward cards,0x4e71d92d
claimComp,COMPOUND,INCOMING,Claims COMP tokens from the Compound protocol,0x1c8ead12
claimCoordinatorFees,ROOK,INCOMING,Claims coordinator fees,0xd294f093
claimDefaultedNFT,BLUR,INCOMING,Claims defaulted NFT,0x4e71d92d
claimDelegationRewards,THE_GRAPH,INCOMING,Claims delegation rewards,0xe6f1daf2
claimDisputeWindowProceeds,AUGUR,INCOMING,Claims proceeds from dispute window participation,0x6ab150b4
claimDistributions,ETH_GENERIC,INCOMING,Claims tokens from multiple distributions,0x89f9aab7
claimDistributions,ETH_GENERIC,INCOMING,Claim token distributions,0x9af6b617
claimEsGmx,GMX,INCOMING,Claims esGMX rewards,0x84e9fe26
claimETH,SORARE,INCOMING,Claims ETH rewards,0x4e71d92d
claimFees,ACROSS,INCOMING,Claims accumulated fees,0xd294f093
claimFees,ACROSS,INCOMING,Claims accumulated fees V2,0xd294f093
claimFees,ALLBRIDGE,INCOMING,Claims accumulated fees,0xd294f093
claimFees,CELER,INCOMING,Claims bridge fees,0xd294f093
claimFees,ORBITER,INCOMING,Claims maker fees,0xd294f093
claimFees,DRIFT,INCOMING,Claims accumulated fees,0xd294f093
claimFees,GMX,INCOMING,Claims trading fees,0xd294f093
claimFees,LEVEL,INCOMING,Claims accumulated fees,0xd294f093
claimFees,MYCELIUM,INCOMING,Claims accumulated fees,0xd294f093
claimFees,VELA,INCOMING,Claims accumulated fees,0xd294f093
claimFees,POLYMARKET,INCOMING,Claims liquidity fees,0xd294f093
claimFees,HEGIC,INCOMING,Claims liquidity fees,0xd294f093
claimFees,PREMIA,INCOMING,Claims pool fees,0xd294f093
claimFees,MONERO,INCOMING,Claims bridge fees,0xd294f093
claimFees,RAILWAY,INCOMING,Claims relayer fees,0xd294f093
claimFees,ZCASH,INCOMING,Claims bridge fees,0xd294f093
claimFees,FRIEND_TECH,INCOMING,Claims trading fees,0xd294f093
claimFor,ETH_GENERIC,INCOMING,Claim rewards for another address,0x2f6c493c
claimFunding,VELA,INCOMING,Claims funding payments,0xd294f093
claimGST,STEPN,INCOMING,Claims earned GST tokens,0x4e71d92d
claimHND,HUNDRED,INCOMING,Claims HND rewards,0xe6f1daf2
claimIndexingRewards,THE_GRAPH,INCOMING,Claims indexer rewards,0x4e71d92d
claimInsurance,DRIFT,INCOMING,Claims insurance payout,0x4e71d92d
claimInsurance,HUBBLE,INCOMING,Claims insurance payout,0x4e71d92d
claimInsurance,PERPETUAL,INCOMING,Claims insurance payout,0x4e71d92d
claimInvestmentRewards,INSURACE,INCOMING,Claims investment rewards,0x4e71d92d
claimLiquidation,POLYNOMIAL,INCOMING,Claims liquidation rewards,0x4e71d92d
claimMarketsProceeds,AUGUR,INCOMING,Claims trading proceeds from multiple markets,0x89f9aab7
claimMeditationRewards,DEFI_KINGDOMS,INCOMING,Claims meditation rewards,0x4e71d92d
claimMerkleRewards,STAKEWISE,INCOMING,Claims merkle rewards,0x4e71d92d
claimMorpho,MORPHO,INCOMING,Claims MORPHO tokens,0x4e71d92d
claimNodeRewards,GALA,INCOMING,Claims node rewards,0x4e71d92d
claimNodeRewards,ROCKETPOOL,INCOMING,Claims node rewards,0xe6f1daf2
claimNodeRewards,STADER,INCOMING,Claims node operation rewards,0x4e71d92d
claimParticipationTokens,AUGUR,INCOMING,Claims REP from participation token redemption,0xe7f892a4
claimPendingRewards,BANCOR,INCOMING,Claims pending rewards for pool,0x44adc90e
claimPoolRewards,GOLDFINCH,INCOMING,Claims pool rewards,0xe6f1daf2
claimPrize,ZED_RUN,INCOMING,Claims race winnings,0x4e71d92d
claimRaceRewards,CRYPTO_UNICORNS,INCOMING,Claims race rewards,0x4e71d92d
claimReferralRewards,GMX,INCOMING,Claims referral rewards,0x5e91d8ec
claimRelayRewards,POCKET,INCOMING,Claims relay rewards,0x4e71d92d
claimRepayment,GOLDFINCH,INCOMING,Claims loan repayment,0x4e71d92d
claimRevenue,LENS,INCOMING,Claims earned revenue,0x4e71d92d
claimReward,WALLFAIR,INCOMING,Claims betting rewards,0x4e71d92d
claimReward,FILECOIN,INCOMING,Claims mining reward,0x4e71d92d
claimReward,TELLOR,INCOMING,Claims oracle rewards,0xe6f1daf2
claimRewards,ACROSS,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,ACROSS,INCOMING,Claims ACX rewards,0xe6f1daf2
claimRewards,CELER,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,HOP,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,HOP,INCOMING,Claims staking rewards V2,0xe6f1daf2
claimRewards,POLYGON,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,STARGATE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,SYMBIOSIS,INCOMING,Claims protocol rewards,0xe6f1daf2
claimRewards,DRIFT,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,DYDX,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,GAINS,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,HUBBLE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,KWENTA,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,LEVEL,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,MYCELIUM,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,PERPETUAL,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,POLYNOMIAL,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,RIBBON,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,SYNTHETIX,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,VELA,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,BALANCER,INCOMING,Claims mining rewards,0x372500ab
claimRewards,BANCOR,INCOMING,Claims liquidity mining rewards,0xe6f1daf2
claimRewards,BANCOR,INCOMING,Claims trading rewards,0xe6f1daf2
claimRewards,CHRONOS,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,DYSTOPIA,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,LOOPRING,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,MAVERICK,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,MAVERICK,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,QUICKSWAP,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,RAMSES,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,RAYDIUM,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,SPOOKYSWAP,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,TRADERJOE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,WOMBAT,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,ZAPPER,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,AXIE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,BETSWIRL,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,BIGTIME,INCOMING,Claims mission rewards,0x4e71d92d
claimRewards,CRYPTO_UNICORNS,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,DECENTRAL,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,DEFI_KINGDOMS,INCOMING,Claims quest rewards,0x4e71d92d
claimRewards,EMBER_SWORD,INCOMING,Claims gameplay rewards,0x4e71d92d
claimRewards,GALA,INCOMING,Claims gaming rewards,0x4e71d92d
claimRewards,GODS_UNCHAINED,INCOMING,Claims match rewards,0x4e71d92d
claimRewards,ILLUVIUM,INCOMING,Claims gameplay rewards,0x4e71d92d
claimRewards,ILLUVIUM,INCOMING,Claims gameplay rewards,0x4e71d92d
claimRewards,PEGAXY,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,ROLLBIT,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,SORARE,INCOMING,Claims tournament rewards,0x4e71d92d
claimRewards,SPLINTERLANDS,INCOMING,Claims battle rewards,0x4e71d92d
claimRewards,STEPN,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,THETAN_ARENA,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,ZED_RUN,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,CIVIC,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,WORLDCOIN,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,ARWEAVE,INCOMING,Claims mining rewards,0x4e71d92d
claimRewards,POCKET,INCOMING,Claims node rewards,0x4e71d92d
claimRewards,INSURACE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,NEXUS_MUTUAL,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,NEXUS_MUTUAL,INCOMING,Claims governance rewards,0x4e71d92d
claimRewards,UNSLASHED,INCOMING,Claims capital rewards,0x4e71d92d
claimRewards,BULLPERKS,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,GAMEFI,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,GAMESTARTER,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,AAVE,INCOMING,Claims accumulated rewards,0xe6f1daf2
claimRewards,BENQI,INCOMING,Claims staking rewards,0xe09c3b93
claimRewards,FRAX,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,GEIST,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,GRANARY,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,HUNDRED,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,MAPLE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,MORPHO,INCOMING,Claims protocol rewards,0xe6f1daf2
claimRewards,RADIANT,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,COWSWAP,INCOMING,Claims solver rewards,0xe6f1daf2
claimRewards,ROOK,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,BLUR,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,LOOKSRARE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,MAGICEDEN,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,NFTX,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,X2Y2,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,DOPEX,INCOMING,Claims SSOV rewards,0xe6f1daf2
claimRewards,HEGIC,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,LYRA,INCOMING,Claims liquidity rewards,0xe6f1daf2
claimRewards,PREMIA,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,API3,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,BAND,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,DIA,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,PYTH,INCOMING,Claims oracle rewards,0xe6f1daf2
claimRewards,UMA,INCOMING,Claims voting rewards,0xe6f1daf2
claimRewards,UMBRELLA,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,TORNADO,INCOMING,Claims mining rewards,0xe6f1daf2
claimRewards,CENTRIFUGE,INCOMING,Claims pool rewards,0x4e71d92d
claimRewards,TRUEFI,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,LENS,INCOMING,Claims module rewards,0x4e71d92d
claimRewards,ANKR,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,BINANCE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,EIGENLAYER,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,LIDO,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,MANTLE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,STADER,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,STAKESTONE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,STAKEWISE,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,SWELL,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,BEEFY,INCOMING,Claims boost rewards,0xe6f1daf2
claimRewards,CONVEX,INCOMING,Claims pool rewards,0xe6f1daf2
claimRewards,JONES,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,PICKLE,INCOMING,Claims DILL rewards,0xe6f1daf2
claimRewards,PIREX,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,REDACTED,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewards,YEARN,INCOMING,Claims vault rewards,0xe6f1daf2
claimRewards,YEARN,INCOMING,Claims vault rewards,0xe6f1daf2
claimRewards,YIELD_YAK,INCOMING,Claims staking rewards,0xe6f1daf2
claimRewardsAndStake,AAVE,BOTH,Claims and automatically stakes rewards,0x9a5c32e7
claimRewardsOnBehalf,AAVE,OUTGOING,Claims rewards on behalf of a user,0x6d34b96e
claimRoyalties,LOOKSRARE,INCOMING,Claims earned royalties,0x4e71d92d
claimRoyalties,RARIBLE,INCOMING,Claims earned royalties,0x4e71d92d
claimRPLRewards,ROCKETPOOL,INCOMING,Claims RPL rewards,0x4e71d92d
claimSearcherRewards,MANIFOLD,INCOMING,Claims searcher rewards,0x4e71d92d
claimSlotRewards,EDEN,INCOMING,Claims slot usage rewards,0x4e71d92d
claimSLP,AXIE,INCOMING,Claims earned SLP tokens,0x4e71d92d
claimSolverSurplus,COWSWAP,INCOMING,Claims solver rewards,0xe6f1daf2
claimStakerReward,ETH_GENERIC,INCOMING,Claims staking rewards,0x87788782
claimStakerReward,ETH_GENERIC,INCOMING,Claim staking rewards,0x7c3b74a1
claimStaking,KWENTA,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,EMBER_SWORD,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,GALA,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,SPLINTERLANDS,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,EDEN,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,DOPEX,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,LYRA,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,CENTRIFUGE,INCOMING,Claims staking rewards,0xe6f1daf2
claimStakingRewards,LIDO,INCOMING,Claims validator rewards,0x4e71d92d
claimTHC,THETAN_ARENA,INCOMING,Claims earned THC tokens,0x4e71d92d
claimTickets,PANCAKESWAP,INCOMING,Claims lottery winnings,0x6f4a2cd0
claimTip,TELLOR,INCOMING,Claims reporter tip,0x4e71d92d
claimTokens,ETH_GENERIC,INCOMING,Claims tokens from a distribution,0xdf8de3e7
claimTournamentRewards,ZED_RUN,INCOMING,Claims tournament prizes,0x4e71d92d
claimTraderSurplus,COWSWAP,INCOMING,Claims trader price improvement,0x4e71d92d
claimTrading,KWENTA,INCOMING,Claims trading rewards,0x4e71d92d
claimTradingProceeds,AUGUR,INCOMING,Claims proceeds from completed markets,0x8f2c97d9
claimValidatorRewards,STADER,INCOMING,Claims validator rewards,0x4e71d92d
claimVenus,VENUS,INCOMING,Claims XVS rewards,0xe6f1daf2
claimVenusAsCollateral,VENUS,INCOMING,Claims XVS rewards as collateral,0x4e71d92d
claimVIS,PEGAXY,INCOMING,Claims VIS rewards,0x4e71d92d
claimWinnings,BETSWIRL,INCOMING,Claims bet winnings,0x4e71d92d
claimWinnings,DECENTRAL,INCOMING,Claims bet winnings,0x4e71d92d
claimWinnings,POLYMARKET,INCOMING,Claims market winnings,0x4e71d92d
claimWinnings,ROLLBIT,INCOMING,Claims casino winnings,0x4e71d92d
claimWinningsTradingProceeds,AUGUR,INCOMING,Claims winnings from trading in resolved markets,0x8f2c97d9
claimWithdrawal,STADER,INCOMING,Claims requested withdrawal,0x4e71d92d
claimWithdrawal,STAKESTONE,INCOMING,Claims requested withdrawal,0x4e71d92d
claimWithdrawals,LIDO,INCOMING,Claims requested withdrawals,0x4e71d92d
claimYield,GODS_UNCHAINED,INCOMING,Claims staking yield,0xe6f1daf2
claimYield,ILLUVIUM,INCOMING,Claims staking yield,0xe6f1daf2
claimYield,ILLUVIUM,INCOMING,Claims staking yield,0xe6f1daf2
claimYield,OETH,INCOMING,Claims yield rewards,0xe6f1daf2
clearMessage,LAYERZERO,OUTGOING,Clears stuck message,0x4ce38b5f
clipperSwap,ONEINCH,BOTH,Executes Clipper swap,0x84bd6d29
closeMinipool,ROCKETPOOL,BOTH,Closes existing minipool,0x4ce38b5f
closePool,RAYDIUM,OUTGOING,Closes existing pool,0x4ce38b5f
closePosition,DRIFT,INCOMING,Closes existing position,0x82a08fcd
closePosition,DYDX,INCOMING,Closes perpetual position,0x82a08fcd
closePosition,GAINS,INCOMING,Closes entire position,0x82a08fcd
closePosition,HUBBLE,INCOMING,Closes existing position,0x82a08fcd
closePosition,KWENTA,INCOMING,Closes existing position,0x82a08fcd
closePosition,LEVEL,INCOMING,Closes existing position,0x82a08fcd
closePosition,MYCELIUM,INCOMING,Closes existing position,0x82a08fcd
closePosition,PERPETUAL,INCOMING,Closes existing position,0x82a08fcd
closePosition,POLYNOMIAL,INCOMING,Closes existing position,0x82a08fcd
closePosition,ORCA,INCOMING,Closes whirlpool position,0x89afcb44
closePosition,ROLLBIT,INCOMING,Closes trading position,0x82a08fcd
closePosition,LYRA,INCOMING,Closes option position,0x82a08fcd
collect,KYBERSWAP,INCOMING,Collects earned fees,0x4f1eb3d8
collect,PANCAKESWAP,INCOMING,Collects fees from position,0x4f1eb3d8
collect,UNISWAP,INCOMING,Collects tokens owed to position,0x4f1eb3d8
collect,UNISWAP,INCOMING,Collects tokens owed to position,0x4f1eb3d8
collect,LENS,OUTGOING,Collects publication,0x4ce38b5f
collect_fees,UNISWAP,INCOMING,Collects position fees,0x52a9c8e6
collectFees,ORCA,INCOMING,Collects earned fees,0x4f1eb3d8
collectFees,SUSHISWAP,INCOMING,Collects accumulated fees,0x52a9c8e6
collectResources,CRYPTO_UNICORNS,INCOMING,Collects farm resources,0x4e71d92d
collectResources,EMBER_SWORD,INCOMING,Collects land resources,0x4641257d
collectRewards,DEFI_KINGDOMS,INCOMING,Claims garden rewards,0x4e71d92d
combineCards,SPLINTERLANDS,OUTGOING,Combines cards for upgrade,0x7535d246
comment,LENS,OUTGOING,Comments on publication,0x9b3d47b4
comment,LENS,OUTGOING,Comments with reference,0x9b3d47b4
commitVote,UMA,OUTGOING,Commits vote hash,0x15373e3d
completeMeditation,DEFI_KINGDOMS,INCOMING,Completes meditation,0x4ce38b5f
completeMission,BIGTIME,INCOMING,Completes active mission,0x4ce38b5f
completeMission,STAR_ATLAS,INCOMING,Completes active mission,0x4ce38b5f
completeNFTTransfer,WORMHOLE,INCOMING,Completes NFT transfer,0x4c4a82f8
completeQuest,DEFI_KINGDOMS,INCOMING,Completes hero quest,0x4ce38b5f
completeQuest,EMBER_SWORD,INCOMING,Completes active quest,0x4ce38b5f
completeQuest,ILLUVIUM,INCOMING,Completes active quest,0x4ce38b5f
completeTransfer,PORTAL,INCOMING,Completes token transfer,0x4ce38b5f
completeTransfer,WORMHOLE,INCOMING,Completes cross-chain transfer,0x4ce38b5f
completeWithdraw,RIBBON,INCOMING,Completes withdrawal process,0x4ce38b5f
completeXConversion,BANCOR,BOTH,Completes cross-chain conversion,0x89f9aab7
completeXConversion,BANCOR,BOTH,Completes cross-chain conversion V3,0x89f9aab7
compositeCards,SORARE,OUTGOING,Creates composite card,0x7535d246
compound,ALLBRIDGE,OUTGOING,Compounds farming rewards,0xf69e2046
compound,MULTICHAIN,OUTGOING,Compounds farming rewards,0xf69e2046
compound,GMX,OUTGOING,Compounds rewards,0xf69e2046
compound,BEETHOVEN,OUTGOING,Compounds staking rewards,0xf69e2046
compound,CAMELOT,OUTGOING,Compounds staking rewards,0xf69e2046
compound,KYBERSWAP,OUTGOING,Compounds earned rewards,0xf69e2046
compound,ORCA,OUTGOING,Compounds farming rewards,0xf69e2046
compound,PLATYPUS,OUTGOING,Compounds farming rewards,0xf69e2046
compound,SPIRITSWAP,OUTGOING,Compounds farming rewards,0xf69e2046
compound,SPOOKYSWAP,OUTGOING,Compounds farming rewards,0xf69e2046
compound,TRADERJOE,OUTGOING,Compounds staking rewards,0xf69e2046
compound,VULPEFI,OUTGOING,Compounds yield rewards,0xf69e2046
compound,WOMBAT,OUTGOING,Compounds farming rewards,0xf69e2046
compound,ZYBERSWAP,OUTGOING,Compounds staking rewards,0xf69e2046
compound,STAKESTONE,OUTGOING,Compounds earned rewards,0xf69e2046
compound,STAKEWISE,OUTGOING,Compounds earned rewards,0xf69e2046
compound,SWELL,OUTGOING,Compounds earned rewards,0xf69e2046
compound,ALPACA,OUTGOING,Compounds farming rewards,0xf69e2046
compound,CONCENTRATOR,OUTGOING,Compounds vault rewards,0xf69e2046
compound,JONES,OUTGOING,Compounds vault rewards,0xf69e2046
compound,PIREX,OUTGOING,Compounds earned rewards,0xf69e2046
compoundFarm,ZAPPER,OUTGOING,Compounds farm rewards,0xf69e2046
compoundReward,SOLIDLY,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,ACROSS,OUTGOING,Compounds ACX rewards,0xf69e2046
compoundRewards,HOP,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,STARGATE,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,SYMBIOSIS,OUTGOING,Compounds earned rewards,0xf69e2046
compoundRewards,GAINS,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,KWENTA,OUTGOING,Compounds earned rewards,0xf69e2046
compoundRewards,LEVEL,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,MYCELIUM,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,PERPETUAL,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,CHRONOS,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,MAVERICK,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,MESH_SWAP,OUTGOING,Compounds farming rewards,0xf69e2046
compoundRewards,QUICKSWAP,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,RAMSES,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,DECENTRAL,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,GODS_UNCHAINED,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,LOOKSRARE,OUTGOING,Compounds staking rewards,0xf69e2046
compoundRewards,DOPEX,OUTGOING,Compounds earned rewards,0xf69e2046
compoundRewards,REDACTED,OUTGOING,Compounds earned rewards,0xf69e2046
compoundStaking,LYRA,OUTGOING,Compounds staking rewards,0xf69e2046
contributeToTentative,AUGUR,OUTGOING,Contributes REP to a tentative outcome,0x4c2f83c2
convert,BANCOR,BOTH,Converts between tokens directly,0x0f5a5466
convertByPath,BANCOR,BOTH,Converts tokens through conversion path,0xb77d239b
convertToAssets,ANKR,BOTH,Converts shares to assets,0x2f4f5cc5
convertToAssets,ERC4626,NEUTRAL,Converts shares to assets,0x07a2d13a
convertToShares,ANKR,BOTH,Converts assets to shares,0x7c025200
convertToShares,ERC4626,NEUTRAL,Converts assets to shares,0x7162a8c4
cooldown,AAVE,OUTGOING,Activates the cooldown period,0x7fb52f1a
craftItem,BIGTIME,OUTGOING,Crafts new item,0x1698ee82
craftItem,EMBER_SWORD,OUTGOING,Crafts game item,0x7535d246
craftItem,ILLUVIUM,OUTGOING,Crafts game item,0x7535d246
create_lock,ETH_GENERIC,OUTGOING,Creates a new lock for tokens,0x65fc3873
create_lock,CURVE,OUTGOING,Lock tokens for voting rights,0x65fc3873
createAndInitializePoolIfNecessary,PANCAKESWAP,OUTGOING,Creates and initializes new pool if needed,0x13ead562
createAndInitializePoolIfNecessary,UNISWAP,OUTGOING,Creates and initializes new pool if needed,0x13ead562
createApp,POCKET,OUTGOING,Creates new application,0x1698ee82
createAsset,CENTRIFUGE,OUTGOING,Creates new real world asset,0x1698ee82
createAuction,SORARE,OUTGOING,Creates card auction,0x3b11b670
createAuction,STAR_ATLAS,OUTGOING,Creates asset auction,0x3b11b670
createAuction,COPPER_LAUNCH,OUTGOING,Creates token auction,0x3b11b670
createAuction,MAGICEDEN,OUTGOING,Creates NFT auction,0x3b11b670
createAuction,MAGICEDEN,OUTGOING,Creates NFT auction,0x3b11b670
createAuction,OPENSEA,OUTGOING,Creates NFT auction,0x3b11b670
createBundle,ARWEAVE,OUTGOING,Creates data bundle,0x7535d246
createCategoricalMarket,AUGUR,OUTGOING,Creates a new categorical prediction market,0x1c3b35f2
createCollection,MAGICEDEN,OUTGOING,Creates NFT collection,0x1698ee82
createCollection,MAGICEDEN,OUTGOING,Creates NFT collection,0x1698ee82
createCommunity,ARWEAVE,OUTGOING,Creates profit sharing token,0x1698ee82
createDeal,FILECOIN,OUTGOING,Creates storage deal,0x1698ee82
createEvent,WALLFAIR,OUTGOING,Creates betting event,0x1698ee82
createGroup,BRIGHTID,OUTGOING,Creates new group,0x1698ee82
createGroup,FRIEND_TECH,OUTGOING,Creates holder group,0x1698ee82
createIdentity,CIVIC,OUTGOING,Creates new identity,0x1698ee82
createIdentity,POLYGONID,OUTGOING,Creates new identity,0x1698ee82
createIdentity,WORLDCOIN,OUTGOING,Creates new identity,0x1698ee82
createLazyMint,RARIBLE,OUTGOING,Creates lazy mint,0x1698ee82
createLimitOrder,PARASWAP,OUTGOING,Creates new limit order,0x94b576de
createLineup,SORARE,OUTGOING,Creates team lineup,0x1698ee82
createListing,OPENSEA,OUTGOING,Creates NFT listing,0x6c1aaf13
createLoan,GOLDFINCH,OUTGOING,Creates new loan,0x1698ee82
createLoan,TRUEFI,OUTGOING,Creates new loan,0x1698ee82
createMarket,AUGUR,OUTGOING,Creates a new prediction market,0x79474b24
createMarket,POLYMARKET,OUTGOING,Creates prediction market,0x1698ee82
createMiner,FILECOIN,OUTGOING,Creates storage miner,0x1698ee82
createMinipool,ROCKETPOOL,OUTGOING,Creates new minipool,0x1698ee82
createMint,MAGICEDEN,OUTGOING,Creates NFT mint,0x1698ee82
createMint,MAGICEDEN,OUTGOING,Creates NFT mint,0x1698ee82
createOffer,OPENSEA,OUTGOING,Creates NFT offer,0x94b576de
createOption,HEGIC,OUTGOING,Creates new option,0x1698ee82
createOption,UMA,OUTGOING,Creates KPI option,0x1698ee82
createOrder,LOOKSRARE,OUTGOING,Creates new order,0x6c1aaf13
createPermissionlessNode,STADER,OUTGOING,Creates permissionless node,0x1698ee82
